	CustomerID	TProd	DProd	MaxPO	MinPO	MeanProdOrder	TSale	TSaleWRet	MinPSale	MaxPSale	MeanSaleOrder	TRProd	MeanPSale	TOrder	OrderMonth	ProdMonth	SaleMonth	SETSaleQta	SESaleQtaOrder	SEShoppingDays	MonthPresence	MeanTimeGap	MaxOrderMonth	MaxOrderDay
920	13082	4313	63	1342	4	431.3	3595.48	3613.63	8.5	864.0	359.548	11	2.969	9	0.75	359.417	299.623	4.657	3.322	2.322	0.5	23.556	Apr	Tue
921	15464	348	155	348	348	348.0	1044.65	1044.65	0.65	59.9	1044.65	0	4.238	1	0.083	29.0	87.054	5.232	0.0	0.0	0.083	0.0	Jan	Wed
922	18226	3459	141	490	174	247.071	5192.1	5228.05	1.45	101.76	370.864	7	2.185	11	0.917	288.25	432.675	4.985	3.807	2.585	0.833	23.0	Jan	Wed
923	18062	396	23	184	40	132.0	720.52	720.52	13.92	75.6	240.173	0	4.489	3	0.25	33.0	60.043	3.764	1.585	1.585	0.25	82.0	Jan	Tue
924	12415	76946	443	15049	24	3206.083	123638.18	124564.53	0.42	1718.4	5151.591	427	2.45	20	1.667	6412.167	10303.182	7.457	4.585	2.322	0.917	13.609	Nov	Wed
925	17368	666	93	711	4	74.0	1315.72	1878.87	0.78	297.0	146.191	711	2.504	8	0.667	55.5	109.643	5.748	3.17	2.585	0.417	39.25	Jan	Thu
926	14618	264	10	143	29	88.0	553.44	553.44	15.0	75.0	184.48	0	4.274	3	0.25	22.0	46.12	3.328	1.585	1.585	0.167	164.0	Nov	Tue
927	14258	7100	58	1798	12	788.889	12669.98	12669.98	13.2	504.0	1407.776	0	3.838	9	0.75	591.667	1055.832	5.53	3.17	2.585	0.667	41.0	Apr	Mon
928	15719	2716	298	372	78	194.0	5026.77	5028.42	0.55	39.0	359.055	1	2.2	13	1.083	226.333	418.897	6.112	3.807	2.322	0.917	23.462	Mar	Thu
929	13368	327	29	315	12	163.5	623.4	623.4	10.08	50.0	311.7	0	4.918	2	0.167	27.25	51.95	4.168	1.0	1.0	0.167	81.0	Jan	Mon
930	17634	838	209	165	33	93.111	2358.59	2358.59	0.58	119.0	262.066	0	3.734	9	0.75	69.833	196.549	5.944	3.17	2.322	0.667	37.625	May	Mon
931	16676	631	75	224	74	126.2	1558.72	1592.12	5.04	79.9	311.744	5	4.987	4	0.333	52.583	129.893	4.882	2.322	2.0	0.333	76.0	May	Thu
932	18283	1355	262	241	1	84.688	2039.58	2039.58	0.29	20.8	127.474	0	1.625	16	1.333	112.917	169.965	5.065	4.0	2.322	0.833	22.267	Nov	Thu
933	12735	363	37	261	102	181.5	689.57	689.57	6.96	44.75	344.785	0	4.802	2	0.167	30.25	57.464	4.302	1.0	1.0	0.083	22.0	Jan	Thu
934	13764	923	182	339	282	307.667	1516.42	1516.42	0.55	25.0	505.473	0	2.744	3	0.25	76.917	126.368	6.303	1.585	1.585	0.25	133.5	Jan	Mon
935	13656	490	49	377	113	245.0	379.65	379.65	1.25	35.4	189.825	0	1.719	2	0.167	40.833	31.638	4.579	1.0	1.0	0.167	173.0	Jan	Tue
936	12413	281	28	177	25	70.25	676.15	686.1	7.8	47.7	169.038	1	4.065	3	0.25	23.417	56.346	4.263	2.0	2.0	0.25	90.333	Jan	Tue
937	14312	1012	74	532	71	168.667	1611.59	1611.59	6.96	66.0	268.598	0	3.548	6	0.5	84.333	134.299	4.813	2.585	2.0	0.5	58.2	Jan	Mon
938	13280	518	67	343	70	172.667	798.46	798.46	0.55	21.9	266.153	0	2.568	3	0.25	43.167	66.538	4.867	1.585	1.0	0.167	107.5	Jan	Thu
939	15845	1918	97	358	97	191.8	3650.87	3711.77	6.6	81.12	365.087	8	2.73	8	0.667	159.833	304.239	5.06	3.322	2.322	0.667	35.556	Jul	Thu
940	16094	633	48	314	60	105.5	1041.83	1078.23	9.36	51.0	173.638	14	3.608	4	0.333	52.75	86.819	4.478	2.585	2.0	0.25	65.2	Nov	Thu
941	13187	95	37	95	95	95.0	236.02	236.02	0.85	19.9	236.02	0	3.765	1	0.083	7.917	19.668	4.239	0.0	0.0	0.083	0.0	Jan	Thu
942	16567	996	34	520	476	498.0	865.6	865.6	10.0	104.88	432.8	0	2.165	2	0.167	83.0	72.133	3.865	1.0	1.0	0.167	142.0	Jan	Fri
943	14828	2172	17	968	508	724.0	2139.76	2139.76	10.08	432.0	713.253	0	2.854	3	0.25	181.0	178.313	3.69	1.585	1.0	0.25	70.0	Jan	Fri
944	12530	891	50	311	92	178.2	1461.63	1500.28	5.04	139.8	292.326	13	2.975	4	0.333	74.25	121.802	4.744	2.322	2.0	0.333	69.25	Aug	Tue
945	16551	970	26	373	281	323.333	922.12	922.12	4.68	92.16	307.373	0	1.951	3	0.25	80.833	76.843	4.539	1.585	1.0	0.25	120.5	Jan	Mon
946	16889	925	112	365	250	308.333	1578.67	1578.67	0.95	51.0	526.223	0	3.099	3	0.25	77.083	131.556	5.362	1.585	1.0	0.25	71.0	Jan	Sun
947	16473	195	18	79	50	48.75	314.86	316.11	9.95	40.56	78.715	1	2.651	3	0.25	16.25	26.238	3.827	2.0	1.585	0.333	57.333	Jan	Fri
948	13750	516	20	144	85	103.2	1647.26	1647.26	12.75	325.44	329.452	0	5.02	5	0.417	43.0	137.272	3.516	1.922	2.0	0.417	70.75	Jan	Fri
949	12501	1714	148	1775	1775	857.0	1945.68	2025.39	4.56	30.0	972.84	61	2.307	1	0.083	142.833	162.14	5.172	1.0	0.0	0.083	21.0	Jan	Fri
950	15607	202	13	202	202	202.0	104.76	104.76	2.28	17.0	104.76	0	1.175	1	0.083	16.833	8.73	2.346	0.0	0.0	0.083	0.0	Jan	Fri
951	15139	208	13	106	102	104.0	178.96	178.96	2.34	23.4	89.48	0	1.355	2	0.167	17.333	14.913	3.239	1.0	1.0	0.167	97.0	Jan	Thu
952	12489	103	14	103	103	103.0	298.93	298.93	9.9	32.85	298.93	0	5.044	1	0.083	8.583	24.911	3.807	0.0	0.0	0.083	0.0	Jan	Fri
953	17707	144	3	78	66	72.0	152.4	152.4	15.0	51.0	76.2	0	1.77	2	0.167	12.0	12.7	1.522	1.0	1.0	0.167	151.0	Jan	Tue
954	18198	3983	81	340	106	199.15	5320.66	5425.56	2.2	305.28	266.033	91	2.396	17	1.417	331.917	443.388	5.321	4.322	2.585	0.917	17.474	Mar	Thu
955	12484	2160	255	798	325	360.0	3892.87	3939.32	0.83	51.0	648.812	6	2.832	4	0.333	180.0	324.406	6.433	2.585	2.0	0.5	60.2	Jan	Mon
956	18179	1360	86	404	100	226.667	1793.17	1793.17	8.2	210.0	298.862	0	2.761	6	0.5	113.333	149.431	4.853	2.585	1.585	0.417	65.4	Jan	Mon
957	17284	1360	229	571	83	194.286	1636.58	1647.48	0.63	48.75	233.797	2	1.615	6	0.5	113.333	136.382	5.768	2.807	2.322	0.417	46.0	Jun	Mon
958	13233	1004	43	600	404	502.0	605.12	605.12	4.56	46.8	302.56	0	0.738	2	0.167	83.667	50.427	4.767	1.0	1.0	0.167	262.0	Jan	Mon
959	14889	90	10	90	90	90.0	135.9	135.9	10.2	17.7	135.9	0	2.26	1	0.083	7.5	11.325	2.722	0.0	0.0	0.083	0.0	Jan	Fri
960	12480	1685	128	603	331	421.25	2885.63	2885.63	2.5	316.8	721.408	0	2.738	4	0.333	140.417	240.469	5.245	2.0	1.585	0.333	102.667	Jan	Fri
961	14672	454	58	307	147	227.0	765.55	765.55	1.45	44.55	382.775	0	2.922	2	0.167	37.833	63.796	5.135	1.0	1.0	0.167	102.0	Jan	Tue
962	13593	695	77	238	24	115.833	1965.08	2011.88	2.2	59.5	327.513	24	4.391	5	0.417	57.917	163.757	5.444	2.585	2.322	0.333	45.6	Mar	Mon
963	14867	328	31	136	74	109.333	710.28	710.28	10.0	40.56	236.76	0	3.775	3	0.25	27.333	59.19	4.326	1.585	1.585	0.25	75.5	Jan	Tue
964	13162	1663	74	942	1	332.6	1644.99	1688.29	3.75	78.3	328.998	50	1.463	4	0.333	138.583	137.082	5.122	2.322	1.585	0.333	53.0	Jan	Tue
965	13183	2208	51	400	166	245.333	3957.78	3957.78	0.79	177.6	439.753	0	2.033	9	0.75	184.0	329.815	4.608	3.17	2.322	0.667	40.875	Jul	Wed
966	17095	614	69	384	91	122.8	1296.36	1324.16	3.36	70.8	259.272	4	3.755	3	0.25	51.167	108.03	4.608	2.322	1.585	0.25	78.0	Jan	Thu
967	12939	4876	21	1536	144	609.5	11581.8	11581.8	69.12	650.88	1447.725	0	2.403	8	0.667	406.333	965.15	3.669	3.0	2.322	0.5	38.571	Sep	Wed
968	15611	496	22	151	10	38.154	1547.39	1570.45	9.9	214.8	119.03	6	5.547	11	0.917	41.333	128.949	4.758	3.7	2.322	0.583	27.083	Mar	Wed
969	17114	206	85	81	6	20.6	739.72	801.12	0.39	25.0	73.972	9	5.126	8	0.667	17.167	61.643	5.395	3.322	1.585	0.667	36.556	Apr	Sun
970	15059	602	161	136	1	54.727	1325.82	1337.72	0.39	35.8	120.529	2	3.134	9	0.75	50.167	110.485	5.624	3.459	1.0	0.5	29.4	Jan	Wed
971	16326	662	158	102	18	44.133	3014.22	3039.22	0.42	70.8	200.948	20	5.089	14	1.167	55.167	251.185	5.407	3.907	1.585	0.75	23.5	Oct	Sun
972	17128	76	14	76	76	76.0	157.09	157.09	3.95	30.0	157.09	0	3.985	1	0.083	6.333	13.091	3.039	0.0	0.0	0.083	0.0	Jan	Sun
973	14761	118	11	60	58	59.0	255.9	255.9	9.9	51.0	127.95	0	2.273	2	0.167	9.833	21.325	3.096	1.0	1.0	0.167	276.0	Jan	Wed
974	17555	348	101	192	156	174.0	480.31	480.31	0.84	17.34	240.155	0	2.177	2	0.167	29.0	40.026	4.784	1.0	0.0	0.167	315.0	Jan	Sun
975	12651	78	9	78	78	78.0	114.0	114.0	7.8	17.85	114.0	0	2.244	1	0.083	6.5	9.5	2.725	0.0	0.0	0.083	0.0	Jan	Sun
976	16735	1513	88	621	57	216.143	2216.06	2247.41	1.95	60.0	316.58	19	2.445	5	0.417	126.083	184.672	5.539	2.807	2.322	0.25	42.667	Sep	Thu
977	16833	440	46	160	12	110.0	1106.53	1106.53	10.08	81.36	276.632	0	3.198	4	0.333	36.667	92.211	4.273	2.0	1.585	0.25	111.0	Mar	Fri
978	17800	731	50	109	55	81.222	1186.21	1186.21	0.65	60.0	131.801	0	2.205	9	0.75	60.917	98.851	5.533	3.17	1.585	0.667	37.125	Jul	Fri
979	16748	880	42	260	72	176.0	1515.9	1515.9	8.5	41.6	303.18	0	1.721	5	0.417	73.333	126.325	2.907	2.322	2.322	0.333	79.25	Nov	Tue
980	14755	2217	128	368	128	184.75	4965.38	5010.28	9.9	59.4	413.782	2	3.991	11	0.917	184.75	413.782	5.428	3.585	2.585	0.833	29.545	May	Wed
981	16549	2294	445	582	56	229.4	4034.9	4034.9	0.39	61.2	403.49	0	2.046	10	0.833	191.167	336.242	6.182	3.322	1.585	0.417	36.0	Nov	Tue
982	13565	172	35	94	78	86.0	240.22	240.22	0.85	30.0	120.11	0	1.719	2	0.167	14.333	20.018	4.294	1.0	0.0	0.167	315.0	Jan	Sun
983	15799	955	94	416	181	318.333	884.14	884.14	0.55	51.0	294.713	0	2.267	3	0.25	79.583	73.678	6.029	1.585	1.0	0.25	129.5	Jan	Sun
984	18032	42	5	42	42	42.0	73.5	73.5	12.6	19.8	73.5	0	1.87	1	0.083	3.5	6.125	1.922	0.0	0.0	0.083	0.0	Jan	Sun
985	13451	2128	315	648	254	425.6	2898.26	2898.26	0.36	39.8	579.652	0	2.048	5	0.417	177.333	241.522	6.138	2.322	2.0	0.417	77.0	Jan	Sun
986	14794	669	68	158	1	74.333	1272.11	1319.91	2.28	59.8	141.346	4	3.903	7	0.583	55.75	106.009	4.718	3.17	2.322	0.417	41.5	Mar	Wed
987	12539	2067	157	643	335	516.75	5568.35	5568.35	7.8	178.5	1392.087	0	4.177	4	0.333	172.25	464.029	5.054	2.0	1.585	0.25	103.667	Jan	Thu
988	12500	2661	33	576	1	204.692	4026.27	4059.82	3.0	624.0	309.713	6	3.497	11	0.917	221.75	335.522	4.749	3.547	2.0	0.583	25.833	Oct	Thu
989	18171	477	43	150	53	68.143	1208.51	1231.31	7.8	81.12	172.644	4	5.11	5	0.417	39.75	100.709	4.667	2.807	2.322	0.5	45.833	Apr	Mon
990	12524	3669	112	1292	108	458.625	3945.72	3945.72	2.88	152.64	493.215	0	2.03	8	0.667	305.75	328.81	5.586	3.0	2.322	0.583	46.286	May	Thu
991	17811	4096	358	491	30	80.314	7595.1	7755.12	0.19	204.0	148.924	49	2.719	39	3.25	341.333	632.925	6.737	5.594	2.585	1.0	6.58	Nov	Mon
992	16850	249	19	249	249	249.0	332.41	332.41	10.08	31.6	332.41	0	2.121	1	0.083	20.75	27.701	3.642	0.0	0.0	0.083	0.0	Jan	Mon
993	14321	2406	111	645	362	481.2	1530.75	1530.75	2.88	83.4	306.15	0	1.419	5	0.417	200.5	127.562	5.16	2.322	1.585	0.417	80.75	Jan	Mon
994	15326	386	29	386	386	386.0	311.71	311.71	5.04	27.04	311.71	0	1.452	1	0.083	32.167	25.976	3.103	0.0	0.0	0.083	0.0	Jan	Mon
995	17849	114	14	45	15	28.5	605.8	605.8	0.95	79.9	151.45	0	10.323	4	0.333	9.5	50.483	3.969	2.0	1.0	0.333	38.333	Jan	Mon
996	13672	8	4	38	19	1.6	54.0	186.39	14.85	54.0	10.8	49	4.463	2	0.167	0.667	4.5	2.969	1.922	1.585	0.167	8.0	Feb	Fri
997	14229	590	29	307	108	118.0	1450.6	1547.2	12.5	175.2	290.12	20	3.22	3	0.25	49.167	120.883	4.011	2.322	2.0	0.25	70.5	Jan	Mon
998	13107	1288	54	468	100	257.6	1524.07	1531.62	6.96	107.4	304.814	5	1.761	4	0.333	107.333	127.006	4.874	2.322	2.0	0.333	72.25	Jan	Fri
999	16497	1396	128	607	46	232.667	2965.69	2965.69	5.04	99.0	494.282	0	3.659	6	0.5	116.333	247.141	5.268	2.585	2.0	0.333	56.8	Jan	Fri
1000	16303	2621	119	1607	418	655.25	5305.83	5360.63	10.2	123.75	1326.458	38	2.859	3	0.25	218.417	442.152	5.122	2.0	1.585	0.25	102.667	Aug	Mon
1001	15281	1195	121	518	13	99.583	2245.05	2332.15	4.56	39.6	187.087	16	3.915	9	0.75	99.583	187.087	5.272	3.585	2.585	0.667	25.0	Jan	Thu
1002	12736	168	3	168	168	168.0	144.0	144.0	46.8	50.4	144.0	0	1.44	1	0.083	14.0	12.0	0.918	0.0	0.0	0.083	0.0	Jan	Tue
1003	13473	260	21	198	68	86.667	417.54	422.64	5.04	45.0	139.18	6	3.728	2	0.167	21.667	34.795	4.096	1.585	1.585	0.167	136.0	Jan	Mon
1004	14320	239	29	235	90	79.667	343.11	477.79	5.04	35.4	114.37	86	1.958	2	0.167	19.917	28.592	4.157	1.585	1.0	0.167	63.0	Jan	Tue
1005	12393	816	47	294	60	204.0	1582.6	1582.6	10.2	141.6	395.65	0	2.28	4	0.333	68.0	131.883	4.331	2.0	1.585	0.25	86.667	Jan	Fri
1006	17742	89	13	71	18	44.5	355.11	355.11	11.9	70.8	177.555	0	8.895	2	0.167	7.417	29.592	3.59	1.0	1.0	0.167	219.0	Jan	Tue
1007	16351	90	8	90	90	90.0	153.9	153.9	16.5	25.5	153.9	0	1.988	1	0.083	7.5	12.825	1.811	0.0	0.0	0.083	0.0	Jan	Tue
1008	12601	239	20	86	22	39.833	479.56	487.06	5.04	75.6	79.927	1	4.013	5	0.417	19.917	39.963	3.887	2.585	1.585	0.417	28.6	May	Thu
1009	13144	21	3	21	21	21.0	110.95	110.95	23.6	63.75	110.95	0	6.217	1	0.083	1.75	9.246	0.918	0.0	0.0	0.083	0.0	Jan	Tue
1010	15346	144	17	144	144	144.0	252.42	252.42	5.04	19.75	252.42	0	2.57	1	0.083	12.0	21.035	3.735	0.0	0.0	0.083	0.0	Jan	Tue
1011	15370	828	65	242	4	103.5	2360.55	2386.05	5.04	262.8	295.069	2	3.799	7	0.583	69.0	196.712	5.185	3.0	2.0	0.5	41.714	Jul	Tue
1012	12643	1788	10	690	50	298.0	3041.64	3041.64	10.08	835.2	506.94	0	1.917	6	0.5	149.0	253.47	3.461	2.585	2.0	0.333	40.8	May	Tue
1013	16034	242	18	128	48	80.667	437.7	437.7	1.25	71.4	145.9	0	2.555	3	0.25	20.167	36.475	3.914	1.585	1.585	0.167	68.0	May	Tue
1014	17365	4737	277	1135	6	592.125	4762.32	4762.32	0.39	71.4	595.29	0	1.942	8	0.667	394.75	396.86	6.042	3.0	1.585	0.583	45.714	Jan	Tue
1015	15189	6043	80	348	2	116.212	15812.14	16225.39	3.3	350.4	304.08	106	4.362	41	3.417	503.583	1317.678	6.264	5.7	2.322	1.0	6.49	Mar	Thu
1016	14669	770	158	288	199	256.667	1259.24	1259.24	0.85	33.9	419.747	0	2.716	3	0.25	64.167	104.937	5.683	1.585	0.0	0.167	45.5	Jan	Tue
1017	18095	419	20	225	194	209.5	580.05	580.05	9.95	106.2	290.025	0	2.619	2	0.167	34.917	48.338	3.059	1.0	1.0	0.083	20.0	Jan	Mon
1018	15518	1253	135	281	1	104.417	1897.75	1921.55	0.84	37.5	158.146	10	2.462	8	0.667	104.417	158.146	6.113	3.585	1.585	0.417	24.364	Jan	Tue
1019	15749	10314	5	9014	1970	2578.5	24850.9	44534.3	2730.0	6539.4	6212.725	7714	3.044	3	0.25	859.5	2070.908	3.664	2.0	1.0	0.167	32.333	Jan	Mon
1020	14209	688	55	184	34	98.286	2067.13	2073.43	7.8	81.6	295.304	3	5.291	6	0.5	57.333	172.261	4.935	2.807	1.585	0.5	53.667	May	Tue
1021	16042	743	68	255	5	148.6	1177.47	1177.47	7.95	34.68	235.494	0	2.992	5	0.417	61.917	98.123	4.399	2.322	1.585	0.333	77.5	Oct	Thu
1022	15569	666	27	196	96	133.2	1375.71	1375.71	0.57	244.8	275.142	0	2.165	5	0.417	55.5	114.643	4.212	1.371	1.0	0.25	57.25	Jul	Sun
1023	12728	413	37	162	59	103.25	728.33	728.33	5.04	40.8	182.082	0	3.4	4	0.333	34.417	60.694	4.368	2.0	2.0	0.333	87.0	Jan	Mon
1024	17569	159	29	159	159	159.0	344.14	344.14	1.45	40.56	344.14	0	3.353	1	0.083	13.25	28.678	4.444	0.0	0.0	0.083	0.0	Jan	Tue
1025	13784	2493	9	556	36	226.636	2462.79	2462.79	17.7	199.68	223.89	0	2.638	11	0.917	207.75	205.232	4.478	3.278	2.322	0.75	32.3	Jan	Tue
1026	12724	439	46	189	62	109.75	923.41	923.41	8.5	49.8	230.853	0	2.556	4	0.333	36.583	76.951	3.794	2.0	1.585	0.333	109.0	Jan	Sun
1027	13862	1682	97	308	126	168.2	2187.31	2209.36	6.8	45.0	218.731	6	1.697	8	0.667	140.167	182.276	4.509	3.322	2.585	0.667	34.889	Jan	Tue
1028	16791	752	217	245	8	94.0	1677.53	1693.03	0.55	38.25	209.691	4	2.896	7	0.583	62.667	139.794	5.819	3.0	1.585	0.5	43.286	May	Tue
1029	16235	327	41	145	45	65.4	848.41	857.31	9.95	43.0	169.682	2	4.71	4	0.333	27.25	70.701	4.458	2.322	2.322	0.333	73.0	Jan	Mon
1030	14270	197	29	197	197	197.0	492.65	492.65	9.95	31.8	492.65	0	4.571	1	0.083	16.417	41.054	3.729	0.0	0.0	0.083	0.0	Jan	Wed
1031	12665	35	2	36	36	17.5	43.75	45.0	15.0	30.0	21.875	1	1.25	1	0.083	2.917	3.646	1.585	1.0	0.0	0.083	7.0	Jan	Wed
1032	12523	856	83	147	29	65.846	1655.57	1699.77	9.95	39.6	127.352	4	4.423	11	0.917	71.333	137.964	4.756	3.7	2.585	0.833	27.5	Aug	Wed
1033	16655	2363	208	766	139	393.833	3789.52	3789.52	0.29	204.0	631.587	0	2.592	6	0.5	196.917	315.793	5.852	2.585	1.585	0.417	62.8	Nov	Tue
1034	16359	1154	39	295	44	96.167	1460.37	1750.92	2.1	228.96	121.698	29	8.143	9	0.75	96.167	121.697	4.554	3.585	2.585	0.75	29.455	Jan	Wed
1035	16554	312	51	273	1	44.571	642.4	837.1	0.85	39.6	91.771	90	3.42	3	0.25	26.0	53.533	5.479	2.807	2.322	0.333	54.667	May	Wed
1036	15939	4724	27	1044	60	314.933	6087.26	6100.01	10.08	306.0	405.817	3	1.618	14	1.167	393.667	507.272	5.119	3.907	2.585	0.75	17.286	Jan	Thu
1037	12359	1600	214	644	144	266.667	6225.48	6310.03	6.96	290.0	1037.58	9	8.665	4	0.333	133.333	518.79	5.748	2.585	2.0	0.5	64.8	Jan	Wed
1038	14587	747	170	146	33	74.7	1577.39	1580.29	0.29	38.25	157.739	2	2.41	9	0.75	62.25	131.449	5.495	3.322	2.0	0.583	34.778	Feb	Tue
1039	14715	521	60	224	46	130.25	867.38	867.38	1.45	67.5	216.845	0	3.342	4	0.333	43.417	72.282	5.484	2.0	1.585	0.333	102.333	Jan	Tue
1040	14185	6	3	6	6	6.0	197.65	197.65	12.75	165.0	197.65	0	59.733	1	0.083	0.5	16.471	1.585	0.0	0.0	0.083	0.0	Jan	Wed
1041	12437	2889	117	567	18	152.053	4392.66	4447.41	4.68	131.4	231.193	5	2.872	18	1.5	240.75	366.055	5.385	4.248	2.0	0.833	18.333	Nov	Wed
1042	14040	1515	146	260	24	108.214	3491.64	3560.32	1.25	175.2	249.403	29	3.786	12	1.0	126.25	290.97	5.862	3.807	2.0	0.667	22.385	Jan	Sun
1043	12652	495	47	498	498	247.5	788.53	793.98	5.04	46.8	394.265	3	2.576	1	0.083	41.25	65.711	3.908	1.0	1.0	0.083	9.0	Jan	Wed
1044	14514	564	65	391	52	188.0	990.2	990.2	1.05	60.0	330.067	0	3.16	3	0.25	47.0	82.517	5.532	1.585	1.0	0.25	135.0	Jan	Sun
1045	15171	190	5	290	290	95.0	1034.5	1289.5	102.0	745.0	517.25	100	3.77	1	0.083	15.833	86.208	2.236	1.0	0.0	0.083	7.0	Jan	Wed
1046	14167	147	27	44	31	36.75	562.59	562.59	1.06	25.5	140.648	0	4.31	4	0.333	12.25	46.882	3.924	2.0	1.0	0.333	97.333	Jan	Mon
1047	17389	7605	45	1952	12	195.0	31781.73	31833.68	3.84	1051.2	814.916	7	5.689	34	2.833	633.75	2648.478	6.336	5.285	2.585	0.917	8.711	Jul	Wed
1048	17048	474	41	281	61	79.0	864.32	925.35	5.04	62.4	144.053	11	3.707	3	0.25	39.5	72.027	4.871	2.585	2.322	0.25	43.2	Jan	Wed
1049	17364	2671	288	622	10	222.583	4437.23	4462.68	0.21	69.36	369.769	21	2.711	11	0.917	222.583	369.769	6.745	3.585	2.322	0.583	30.091	Dec	Fri
1050	13284	79	13	91	91	39.5	196.15	201.19	5.04	25.5	98.075	12	4.398	1	0.083	6.583	16.346	3.522	1.0	1.0	0.083	8.0	Jan	Thu
1051	16500	123	8	36	1	20.5	400.86	400.86	10.2	165.0	66.81	0	17.12	6	0.5	10.25	33.405	3.027	2.585	2.0	0.25	65.2	Nov	Thu
1052	12951	501	53	172	38	71.571	1050.57	1064.07	2.9	35.7	150.081	2	3.006	6	0.5	41.75	87.548	4.613	2.807	2.322	0.417	53.667	Jan	Thu
1053	18190	139	14	102	38	46.333	274.51	284.46	6.96	30.0	91.503	1	3.929	2	0.167	11.583	22.876	3.25	1.585	1.0	0.167	69.0	Jan	Tue
1054	15835	439	47	155	88	109.75	954.09	954.09	6.64	50.85	238.522	0	3.073	4	0.333	36.583	79.507	3.93	2.0	1.585	0.333	95.333	Jan	Thu
1055	13993	892	66	199	45	74.333	3409.66	3466.36	7.8	204.0	284.138	8	5.587	9	0.75	74.333	284.138	5.201	3.585	2.322	0.75	27.091	Apr	Wed
1056	14114	101	15	89	12	50.5	386.53	386.53	8.5	89.7	193.265	0	6.313	2	0.167	8.417	32.211	2.923	1.0	1.0	0.167	57.0	Jan	Thu
1057	15447	85	9	85	85	85.0	155.17	155.17	10.2	25.5	155.17	0	3.121	1	0.083	7.083	12.931	2.948	0.0	0.0	0.083	0.0	Jan	Thu
1058	16315	75	14	75	75	75.0	226.37	226.37	12.75	19.9	226.37	0	5.351	1	0.083	6.25	18.864	3.325	0.0	0.0	0.083	0.0	Jan	Thu
1059	14978	523	136	143	84	104.6	1921.37	1921.37	1.45	47.7	384.274	0	4.513	5	0.417	43.583	160.114	5.081	2.322	1.585	0.333	64.5	Jan	Wed
1060	16395	1472	150	518	132	294.4	1482.06	1482.06	0.39	40.8	296.412	0	1.998	5	0.417	122.667	123.505	5.716	2.322	1.585	0.333	67.5	Jan	Thu
1061	15510	2	1	2	2	2.0	250.0	250.0	250.0	250.0	250.0	0	125.0	1	0.083	0.167	20.833	0.0	0.0	0.0	0.083	0.0	Jan	Thu
1062	13614	564	171	254	25	141.0	1585.46	1585.46	0.24	50.85	396.365	0	3.763	4	0.333	47.0	132.122	6.1	2.0	1.585	0.333	102.0	Jan	Tue
1063	13246	1537	110	351	54	219.571	1896.32	1961.52	0.65	174.0	270.903	50	1.853	6	0.5	128.083	158.027	5.655	2.807	2.0	0.417	52.0	Jan	Mon
1064	15687	1308	119	327	24	118.909	2981.5	2993.1	10.0	51.0	271.045	2	4.248	9	0.75	109.0	248.458	4.911	3.459	2.0	0.583	32.2	Feb	Wed
1065	16493	1113	40	462	76	185.5	1329.66	1351.63	4.68	70.8	221.61	51	1.808	4	0.333	92.75	110.805	4.821	2.585	2.0	0.417	51.4	Sep	Wed
1066	12490	3033	130	646	162	303.3	4859.93	4859.93	4.56	171.84	485.993	0	2.041	10	0.833	252.75	404.994	5.231	3.322	2.322	0.667	36.0	Nov	Mon
1067	12672	78	10	78	78	78.0	225.9	225.9	10.2	47.7	225.9	0	3.79	1	0.083	6.5	18.825	3.122	0.0	0.0	0.083	0.0	Jan	Fri
1068	13385	281	35	281	281	281.0	534.57	534.57	5.04	49.9	534.57	0	4.533	1	0.083	23.417	44.548	4.265	0.0	0.0	0.083	0.0	Jan	Fri
1069	15626	766	49	454	312	383.0	675.8	675.8	5.76	39.8	337.9	0	1.647	2	0.167	63.833	56.317	4.3	1.0	1.0	0.167	255.0	Jan	Mon
1070	12553	1901	94	440	15	135.786	3238.25	3278.28	5.04	85.92	231.304	41	2.468	10	0.833	158.417	269.854	5.013	3.807	2.585	0.75	24.692	Feb	Fri
1071	15213	270	22	262	10	90.0	325.05	328.35	2.1	19.5	108.35	2	1.554	2	0.167	22.5	27.087	3.213	1.585	1.0	0.083	5.5	Jan	Tue
1072	14175	1461	139	889	146	208.714	3108.06	3222.3	4.68	75.0	444.009	54	3.706	3	0.25	121.75	259.005	5.594	2.807	1.585	0.333	46.333	Jan	Tue
1073	18106	126	33	126	126	126.0	421.9	421.9	0.85	81.6	421.9	0	3.911	1	0.083	10.5	35.158	4.649	0.0	0.0	0.083	0.0	Jan	Fri
1074	15033	1668	314	353	26	151.636	2542.18	2553.88	0.39	52.02	231.107	2	2.1	10	0.833	139.0	211.848	6.022	3.459	1.585	0.667	32.5	Jul	Mon
1075	14329	3067	218	803	10	219.071	4889.14	4975.24	5.04	79.8	349.224	20	2.839	7	0.583	255.583	407.428	5.414	3.807	2.0	0.833	24.692	Nov	Tue
1076	16401	3861	66	492	122	214.5	4066.49	4098.32	0.65	148.5	225.916	21	1.443	12	1.0	321.75	338.874	4.94	4.17	2.585	0.917	19.176	Aug	Tue
1077	16206	272	52	83	50	68.0	537.06	537.06	0.42	70.8	134.265	0	2.346	4	0.333	22.667	44.755	4.7	2.0	0.0	0.333	91.0	Jan	Sun
