CustomerID	TProd	DProd	MeanProdOrder	TSale	MinPSale	MaxPSale	MeanSaleOrder	TRProd	MeanPSale	TOrder	SETSaleQta	SESaleQtaOrder	MeanTimeGap	MaxOrderMonth	MaxOrderDay	Label
13049	268	14	134.0	656.68	9.9	177.6	328.34	0	3.934	2	3.468	1.0	254.0	Jan	Tue	Low_Spend
14548	256	2	128.0	652.8	81.6	244.8	326.4	0	2.55	2	1.0	0.0	167.0	Jan	Tue	Low_Spend
13405	163	24	81.5	557.45	9.96	39.8	278.725	0	5.262	2	3.894	1.0	113.0	Jan	Wed	Low_Spend
14049	3794	348	632.333	5548.45	0.39	119.4	924.742	14	2.583	4	6.284	2.585	60.2	Jan	Wed	High_Spend
16043	503	30	125.75	773.99	5.04	70.8	193.498	0	4.507	4	3.962	2.0	93.333	Jan	Wed	Low_Spend
15812	922	36	184.4	1801.14	1.7	297.0	360.228	0	5.052	5	4.687	2.322	52.5	Jan	Wed	Low_Spend
13837	182	17	91.0	266.59	1.25	45.0	133.295	0	2.062	2	4.059	1.0	106.0	Jan	Wed	Low_Spend
17118	154	10	154.0	157.02	6.96	30.6	157.02	0	1.358	1	2.122	0.0	0.0	Jan	Wed	Low_Spend
14616	104	2	34.667	406.08	10.08	237.6	135.36	0	3.44	3	1.585	1.585	37.5	Jan	Mon	Low_Spend
14233	671	30	134.2	1447.51	6.96	232.0	289.502	9	2.791	4	4.44	2.322	68.5	Oct	Wed	Low_Spend
17075	289	62	57.8	813.77	0.42	59.5	162.754	3	3.846	4	5.5	2.322	75.0	Mar	Tue	Low_Spend
16714	586	76	195.333	864.06	0.85	250.0	288.02	2	3.529	2	5.605	1.585	0.0	Jan	Wed	Low_Spend
13098	15936	156	419.368	28774.61	2.5	499.2	757.227	32	2.76	28	5.674	5.248	8.541	May	Thu	Med_Spend
17027	410	110	58.571	835.86	0.55	39.48	119.409	6	2.645	6	5.309	2.807	39.833	Mar	Mon	Low_Spend
17786	195	57	97.5	266.85	0.39	15.12	133.425	0	2.118	2	5.201	1.0	232.0	Jan	Wed	Low_Spend
12591	225	25	225.0	368.85	9.9	34.8	368.85	0	2.812	1	3.593	0.0	0.0	Jan	Wed	Med_Spend
16124	41	11	20.5	187.15	11.9	33.9	93.575	7	8.55	1	3.078	1.0	1.0	Jan	Wed	Low_Spend
16409	1304	145	260.8	2022.98	0.42	40.32	404.596	0	2.707	5	5.806	2.322	70.25	Jan	Tue	Med_Spend
13754	214	11	107.0	282.6	10.2	52.2	141.3	0	2.338	2	3.418	1.0	166.0	Jan	Mon	Low_Spend
15227	750	43	150.0	1219.4	5.04	40.56	243.88	0	4.578	5	4.606	2.322	70.25	Nov	Thu	Low_Spend
12997	648	45	92.571	1197.94	1.92	83.2	171.134	16	3.294	4	4.801	2.807	49.167	Jan	Wed	Low_Spend
16918	708	97	101.143	1043.34	0.78	37.5	149.049	13	2.081	6	5.786	2.807	44.667	Oct	Fri	Low_Spend
16882	424	39	141.333	705.12	1.45	119.4	235.04	0	2.767	3	4.336	1.585	125.5	Jan	Tue	Low_Spend
14442	476	58	119.0	1548.87	9.95	76.5	387.218	6	6.323	2	5.286	2.0	39.333	Jan	Thu	Low_Spend
16496	1091	92	272.75	1562.22	5.04	68.0	390.555	20	2.845	3	4.703	2.0	102.667	Jan	Thu	Med_Spend
12764	386	45	386.0	1693.88	10.2	153.0	1693.88	0	5.388	1	4.908	0.0	0.0	Jan	Thu	High_Spend
17311	1005	55	502.5	1384.85	5.04	144.0	692.425	0	3.063	2	4.859	1.0	238.0	Jan	Thu	Med_Spend
15910	1013	215	126.625	1228.88	0.39	19.8	153.61	0	1.813	8	6.026	3.0	45.143	Jan	Thu	Low_Spend
16949	790	57	112.857	1161.27	2.28	250.0	165.896	1	6.397	6	4.775	2.807	52.167	Jun	Tue	Low_Spend
14970	250	24	62.5	1592.06	0.83	70.8	398.015	0	6.174	4	2.631	1.5	82.667	Jan	Mon	Low_Spend
14701	911	268	75.917	2497.49	0.29	323.55	208.124	10	3.157	9	6.268	3.585	27.818	Mar	Tue	Low_Spend
12645	1064	57	212.8	1611.38	8.5	70.8	322.276	12	1.719	4	4.672	2.322	70.75	Jan	Thu	Low_Spend
12468	360	35	120.0	652.04	5.04	70.8	217.347	2	2.71	2	4.537	1.585	86.5	Jan	Tue	Low_Spend
16767	4423	148	402.091	5575.56	1.65	204.0	506.869	0	1.618	11	5.449	3.459	28.6	Nov	Wed	Med_Spend
14738	576	39	64.0	1289.94	4.56	88.8	143.327	25	3.319	7	4.521	3.17	34.625	Oct	Thu	Low_Spend
17540	193	20	64.333	570.4	12.6	59.4	190.133	1	3.534	2	3.825	1.585	154.0	Jan	Thu	Low_Spend
14239	986	83	75.846	2323.5	6.96	79.2	178.731	7	3.607	11	4.665	3.7	22.75	May	Thu	Low_Spend
18125	799	164	159.8	1130.1	0.55	40.8	226.02	1	2.213	4	5.415	2.322	71.75	Feb	Thu	Low_Spend
13328	680	17	680.0	1308.48	10.08	266.4	1308.48	0	1.878	1	2.793	0.0	0.0	Jan	Thu	High_Spend
15549	681	103	170.25	1640.21	0.78	124.8	410.052	10	3.305	3	5.961	2.0	79.667	Jan	Fri	Med_Spend
15864	1044	16	130.5	1769.78	9.9	225.0	221.222	148	2.726	6	4.018	3.0	42.0	Nov	Thu	Low_Spend
14662	578	143	144.5	741.37	0.29	45.0	185.343	0	2.393	4	5.314	2.0	96.0	Jan	Tue	Low_Spend
17180	667	91	111.167	768.32	0.55	30.0	128.053	3	1.908	4	5.582	2.585	52.0	Apr	Tue	Low_Spend
15057	668	25	334.0	1489.5	13.2	269.1	744.75	0	3.592	2	3.894	1.0	40.0	Jan	Wed	Med_Spend
12574	59	10	59.0	182.45	14.85	23.6	182.45	0	3.92	1	2.722	0.0	0.0	Jan	Fri	Low_Spend
13330	751	37	250.333	1140.93	6.8	79.2	380.31	0	2.02	3	3.94	1.585	111.5	Jan	Tue	Med_Spend
13552	1386	82	86.625	3539.53	6.64	119.52	221.221	31	3.911	12	5.85	4.0	16.6	Jun	Mon	Low_Spend
12853	782	66	86.889	1881.7	10.2	81.6	209.078	18	4.251	6	4.813	3.17	26.0	Jul	Thu	Low_Spend
13538	175	10	25.0	1280.85	17.85	70.8	182.979	0	7.476	7	2.329	2.807	45.333	Jan	Thu	Low_Spend
16755	1053	133	263.25	1465.78	0.76	40.8	366.445	5	2.722	3	5.651	2.0	67.0	Aug	Wed	Med_Spend
14133	345	25	86.25	592.89	10.2	39.6	148.222	3	3.795	3	3.909	2.0	62.0	Aug	Tue	Low_Spend
16523	4233	151	151.179	9295.67	4.56	198.0	331.988	32	3.613	21	4.976	4.807	11.63	May	Thu	Low_Spend
14659	1183	147	98.583	2456.53	0.42	29.75	204.711	12	2.938	9	5.874	3.418	27.909	Jul	Sun	Low_Spend
13141	1547	113	257.833	2385.8	2.5	71.4	397.633	1	2.202	5	4.426	2.585	46.2	Jan	Fri	Med_Spend
15365	759	65	94.875	1549.17	7.44	99.6	193.646	325	3.088	7	5.173	2.75	41.429	Sep	Mon	Low_Spend
13707	351	48	175.5	806.41	6.96	60.0	403.205	0	4.463	2	3.915	1.0	48.0	Jan	Thu	Med_Spend
13709	3493	244	205.471	6228.71	5.04	177.6	366.395	15	3.554	13	5.335	4.087	19.5	Aug	Tue	Med_Spend
17329	142	29	71.0	523.11	1.25	68.58	261.555	0	4.129	2	4.104	1.0	301.0	Jan	Fri	Low_Spend
14805	114	30	28.5	546.4	2.1	70.8	136.6	0	5.755	4	4.118	2.0	99.333	Nov	Sun	Low_Spend
16897	58	37	19.333	213.03	1.25	25.5	71.01	15	5.1	2	4.184	1.585	7.0	Feb	Sun	Low_Spend
15579	117	45	58.5	327.6	0.85	25.0	163.8	0	3.862	2	4.348	1.0	245.0	Jan	Sun	Low_Spend
14595	978	94	163.0	1740.6	1.25	59.0	290.1	0	2.903	6	5.319	2.585	58.8	Oct	Sun	Low_Spend
13161	29	8	29.0	112.75	1.25	27.0	112.75	0	4.862	1	2.75	0.0	0.0	Jan	Sun	Low_Spend
15415	551	46	551.0	559.61	1.9	31.2	559.61	0	1.771	1	4.528	0.0	0.0	Jan	Sun	Med_Spend
17431	292	41	292.0	403.3	0.42	34.8	403.3	0	1.961	1	4.815	0.0	0.0	Jan	Sun	Med_Spend
17463	1081	162	180.167	1860.81	0.85	35.7	310.135	5	2.816	5	6.008	2.585	59.4	Jun	Wed	Low_Spend
14502	1450	367	103.571	2309.69	0.19	89.55	164.978	14	2.393	11	6.114	3.664	22.615	Apr	Sun	Low_Spend
12528	734	49	91.75	1634.28	6.72	59.4	204.285	6	4.615	6	4.937	3.0	43.286	Mar	Wed	Low_Spend
17239	150	15	150.0	382.5	6.6	70.8	382.5	0	4.067	1	3.64	0.0	0.0	Jan	Mon	Low_Spend
14426	2367	183	182.077	4075.15	2.34	252.0	313.473	332	3.266	10	5.494	3.7	24.5	Nov	Mon	Low_Spend
15448	232	28	232.0	494.64	10.2	34.8	494.64	0	3.578	1	3.414	0.0	0.0	Jan	Mon	Med_Spend
17314	1884	120	171.273	2514.76	5.04	76.2	228.615	12	2.458	8	5.185	3.459	28.8	Feb	Mon	Low_Spend
17373	408	47	102.0	646.92	0.95	39.0	161.73	0	1.879	4	4.841	2.0	90.667	Jan	Thu	Low_Spend
18145	2625	174	656.25	2861.55	1.25	45.0	715.388	0	1.801	4	5.424	2.0	100.0	Jan	Mon	Med_Spend
14467	276	67	69.0	596.26	0.85	22.5	149.065	0	2.776	4	5.124	2.0	98.333	Nov	Mon	Low_Spend
12908	1200	1	600.0	750.0	318.0	432.0	375.0	0	0.625	2	1.0	1.0	136.0	Jan	Mon	Med_Spend
15144	3026	132	168.111	6530.04	6.96	102.0	362.78	24	2.901	17	4.862	4.17	17.882	May	Thu	Low_Spend
14776	2688	44	206.769	2195.58	10.08	100.8	168.891	446	0.986	11	4.51	3.547	21.75	Jun	Tue	Low_Spend
16403	103	10	51.5	161.05	10.4	23.4	80.525	11	1.61	1	3.457	1.0	10.0	Jan	Mon	Low_Spend
16407	1093	99	109.3	2079.68	0.55	75.0	207.968	0	2.977	10	5.556	3.322	33.333	Feb	Sun	Low_Spend
17619	124	71	124.0	214.37	0.42	15.9	214.37	0	1.821	1	4.609	0.0	0.0	Jan	Mon	Low_Spend
12778	817	39	136.167	693.23	5.04	45.0	115.538	0	1.874	6	4.278	2.585	58.6	Mar	Mon	Low_Spend
17256	141	12	70.5	240.0	1.65	89.7	120.0	0	2.448	2	3.75	1.0	205.0	Jan	Mon	Low_Spend
17604	169	57	84.5	309.36	1.1	17.4	154.68	0	2.534	2	4.89	1.0	95.0	Jan	Mon	Low_Spend
14006	641	22	213.667	962.19	13.2	145.0	320.73	0	2.371	3	3.083	1.585	98.5	Jan	Tue	Low_Spend
13600	324	19	324.0	219.52	1.25	44.85	219.52	0	3.064	1	3.532	0.0	0.0	Jan	Mon	Low_Spend
15058	1054	199	95.818	2102.54	0.42	46.2	191.14	0	2.911	11	5.727	3.459	28.7	Jan	Mon	Low_Spend
15240	1364	58	227.333	1691.02	5.25	60.0	281.837	5	2.588	5	4.914	2.585	53.4	Feb	Tue	Low_Spend
17147	880	68	176.0	1698.09	5.04	102.0	339.618	2	3.191	4	4.803	2.322	72.25	Feb	Tue	Low_Spend
13881	10062	72	457.364	16989.52	8.5	612.0	772.251	56	2.677	20	6.057	4.459	14.667	Nov	Mon	Med_Spend
16612	506	48	126.5	1187.66	9.96	51.0	296.915	0	3.235	4	4.005	2.0	93.0	Feb	Mon	Low_Spend
17356	166	19	166.0	178.22	1.9	29.7	178.22	0	1.122	1	3.301	0.0	0.0	Feb	Tue	Low_Spend
12477	3622	191	402.444	13119.51	5.04	390.0	1457.723	31	4.383	6	6.443	3.17	36.125	Feb	Fri	High_Spend
12836	1062	148	265.5	2610.36	0.85	84.15	652.59	0	4.305	4	5.949	2.0	84.0	Feb	Tue	Med_Spend
14850	293	21	293.0	325.75	1.25	31.2	325.75	0	1.49	1	3.63	0.0	0.0	Feb	Tue	Med_Spend
13939	843	43	210.75	556.75	4.56	35.4	139.188	4	1.184	3	4.106	2.0	96.0	Feb	Tue	Low_Spend
16745	6711	148	372.833	7157.1	0.65	136.0	397.617	8	1.928	17	6.183	4.17	13.235	Feb	Thu	Med_Spend
13606	276	40	92.0	276.75	0.85	30.6	92.25	0	2.344	3	4.532	1.585	141.0	Feb	Tue	Low_Spend
13494	162	18	162.0	316.26	8.5	35.4	316.26	0	3.665	1	2.753	0.0	0.0	Feb	Tue	Low_Spend
12929	37	8	37.0	117.85	10.2	17.85	117.85	0	7.119	1	2.25	0.0	0.0	Feb	Tue	Low_Spend
16419	427	36	61.0	945.96	0.83	79.6	135.137	1	4.368	6	5.211	2.807	33.167	Mar	Fri	Low_Spend
17035	201	27	67.0	388.33	6.8	39.6	129.443	28	3.306	2	4.039	1.585	33.0	Feb	Fri	Low_Spend
15203	1753	82	292.167	1827.8	3.42	33.0	304.633	0	1.258	6	3.303	2.585	57.2	Feb	Tue	Med_Spend
16515	826	89	165.2	1624.14	0.65	142.8	324.828	0	2.632	5	5.721	2.322	64.75	Feb	Tue	Low_Spend
12373	196	13	196.0	324.6	8.5	39.0	324.6	0	1.858	1	3.085	0.0	0.0	Feb	Tue	Low_Spend
18202	581	55	193.667	1396.99	6.96	51.0	465.663	0	4.052	3	4.526	1.585	56.0	May	Tue	Med_Spend
12775	846	46	141.0	1246.24	7.9	59.4	207.707	24	2.969	5	4.716	2.585	58.8	Feb	Tue	Low_Spend
14549	136	56	136.0	289.24	0.85	17.0	289.24	0	3.212	1	4.626	0.0	0.0	Feb	Tue	Low_Spend
15981	1866	53	233.25	3408.48	12.6	102.0	426.06	0	2.208	8	3.982	3.0	41.0	Feb	Tue	Med_Spend
16110	720	283	240.0	1320.95	0.39	30.0	440.317	0	2.299	3	5.685	1.585	133.0	Feb	Tue	Med_Spend
17376	86	23	43.0	203.2	1.25	23.4	101.6	0	3.454	2	3.657	1.0	241.0	Feb	Tue	Low_Spend
13110	384	109	48.0	1452.87	0.42	47.7	181.609	4	4.736	7	5.476	3.0	40.0	Feb	Mon	Low_Spend
16716	44	1	14.667	319.8	166.8	734.4	106.6	76	7.3	2	1.585	1.585	22.5	Feb	Tue	Low_Spend
12676	664	32	110.667	1091.39	8.4	114.45	181.898	0	1.956	6	4.456	2.585	57.4	Feb	Tue	Low_Spend
15940	4	1	4.0	35.8	35.8	35.8	35.8	0	8.95	1	0.0	0.0	0.0	Feb	Tue	Low_Spend
15971	1716	9	143.0	4194.9	10.5	708.0	349.575	0	2.248	12	4.197	3.585	26.727	Oct	Tue	Low_Spend
14665	500	63	71.429	1258.38	1.65	81.6	179.769	240	4.328	5	5.086	2.807	41.667	Feb	Wed	Low_Spend
14457	88	4	88.0	113.64	5.04	45.0	113.64	0	1.255	1	2.0	0.0	0.0	Feb	Wed	Low_Spend
15589	242	28	60.5	456.58	9.95	30.0	114.145	1	3.689	3	4.123	2.0	19.333	Mar	Tue	Low_Spend
14411	196	14	196.0	1063.0	45.0	102.0	1063.0	0	8.175	1	2.807	0.0	0.0	Feb	Wed	Med_Spend
17560	635	22	158.75	854.95	10.2	82.5	213.737	0	3.434	4	4.364	2.0	72.0	Feb	Thu	Low_Spend
15226	71	8	71.0	154.41	6.96	30.6	154.41	0	3.842	1	2.156	0.0	0.0	Feb	Wed	Low_Spend
14460	881	14	293.667	434.34	13.92	41.76	144.78	0	0.664	3	3.453	1.585	100.0	Feb	Tue	Low_Spend
16156	1236	108	95.077	3002.24	4.68	118.8	230.942	37	3.107	9	5.552	3.7	25.167	Jul	Tue	Low_Spend
13728	458	38	76.333	1016.14	10.2	25.5	169.357	0	5.452	6	3.041	2.585	54.8	Feb	Wed	Low_Spend
14127	321	39	107.0	709.71	2.9	23.6	236.57	0	3.96	3	3.394	1.585	94.0	Feb	Mon	Low_Spend
16378	267	22	89.0	362.95	7.8	53.1	120.983	0	1.802	3	3.121	1.585	31.5	Feb	Wed	Low_Spend
13894	339	25	67.8	535.97	7.8	76.32	107.194	15	2.671	3	3.974	2.322	72.0	Nov	Wed	Low_Spend
13824	768	34	153.6	1698.94	9.0	207.5	339.788	0	2.753	5	4.322	2.322	69.5	Feb	Wed	Low_Spend
18250	198	21	99.0	342.92	6.72	25.5	171.46	1	3.806	1	4.005	1.0	9.0	Feb	Wed	Low_Spend
15270	1470	22	163.333	2330.24	8.5	290.0	258.916	51	6.594	7	4.399	2.948	36.875	Feb	Wed	Low_Spend
14188	1145	34	114.5	2018.91	6.96	62.4	201.891	17	1.975	6	4.11	3.322	33.556	Aug	Mon	Low_Spend
18017	300	1	100.0	523.0	165.0	179.0	174.333	0	1.743	3	0.918	0.918	114.5	Feb	Mon	Low_Spend
15421	500	40	125.0	950.36	5.04	31.8	237.59	0	2.674	4	3.878	2.0	84.0	May	Wed	Low_Spend
17446	198	6	99.0	120.9	13.2	15.3	60.45	0	0.772	2	0.503	1.0	134.0	Feb	Wed	Low_Spend
12414	297	15	99.0	442.41	7.56	79.2	147.47	0	2.284	3	3.374	1.585	46.5	Feb	Tue	Low_Spend
14798	150	11	50.0	173.74	6.64	29.7	57.913	0	1.46	3	3.022	1.585	129.0	Feb	Mon	Low_Spend
12990	200	8	66.667	409.5	19.5	58.5	136.5	0	2.05	3	1.76	1.585	139.5	Feb	Tue	Low_Spend
12350	196	16	196.0	294.4	8.5	25.2	294.4	0	1.581	1	2.703	0.0	0.0	Feb	Wed	Low_Spend
16992	858	84	143.0	1611.81	6.64	39.6	268.635	2	3.816	5	4.672	2.585	60.0	Feb	Tue	Low_Spend
17337	1241	420	206.833	1966.86	0.21	38.35	327.81	5	2.306	4	5.755	2.585	31.8	Apr	Mon	Low_Spend
16405	187	3	93.5	167.25	0.65	92.4	83.625	0	2.33	2	2.322	1.0	8.0	Feb	Wed	Low_Spend
17071	1182	102	84.429	2385.48	1.9	59.4	170.391	15	3.377	9	5.619	3.664	23.154	Feb	Thu	Low_Spend
13873	138	21	34.5	381.7	6.96	30.0	95.425	2	4.61	3	3.903	2.0	63.333	Feb	Thu	Low_Spend
17362	191	30	95.5	312.23	1.26	35.95	156.115	0	2.991	2	4.4	1.0	70.0	Feb	Thu	Low_Spend
13394	2248	124	249.778	2366.3	1.9	75.6	262.922	144	1.638	8	5.279	3.17	38.5	Feb	Thu	Low_Spend
12502	794	101	158.8	2995.87	4.2	175.2	599.174	0	5.666	5	5.086	2.322	53.5	Feb	Thu	Med_Spend
16333	32184	9	1462.909	26626.8	152.64	2601.0	1210.309	0	1.066	22	4.559	4.278	14.381	Apr	Fri	High_Spend
16030	283	28	283.0	331.24	2.95	27.9	331.24	0	2.314	1	4.159	0.0	0.0	Feb	Thu	Med_Spend
14044	304	165	76.0	646.42	0.39	49.95	161.605	0	2.58	4	4.788	2.0	94.333	Feb	Sun	Low_Spend
13800	331	33	331.0	558.32	5.04	46.8	558.32	0	2.554	1	3.408	0.0	0.0	Feb	Thu	Med_Spend
17672	1672	105	418.0	3106.62	5.04	252.0	776.655	18	3.332	2	5.227	2.0	88.667	Oct	Thu	Med_Spend
12464	95	5	11.875	957.05	15.3	119.6	119.631	0	10.825	8	2.641	3.0	42.714	Feb	Mon	Low_Spend
13581	30	10	30.0	118.0	1.45	31.8	118.0	0	4.48	1	3.122	0.0	0.0	Feb	Thu	Low_Spend
14540	411	64	137.0	952.66	0.39	35.4	317.553	0	3.87	3	5.544	1.585	150.0	Feb	Wed	Low_Spend
13539	320	35	106.667	631.34	10.08	33.9	210.447	0	4.195	3	4.173	1.585	112.0	Feb	Thu	Low_Spend
14497	233	29	116.5	457.47	6.96	30.0	228.735	2	4.479	1	4.325	1.0	8.0	Feb	Thu	Low_Spend
17507	359	79	179.5	605.58	1.25	23.4	302.79	0	2.662	2	5.108	1.0	48.0	Feb	Wed	Low_Spend
13208	767	123	153.4	1193.17	0.39	47.2	238.634	0	2.334	5	5.878	2.322	62.5	Feb	Tue	Low_Spend
17334	314	11	104.667	306.6	5.04	70.2	102.2	1	1.353	2	3.022	1.585	3.5	Feb	Fri	Low_Spend
13871	2801	155	200.071	6389.8	5.04	67.2	456.414	5	3.761	13	5.349	3.807	22.0	Oct	Thu	Med_Spend
16938	1018	212	203.6	1878.43	1.1	833.25	375.686	1515	2.828	4	5.951	2.322	75.0	Jun	Mon	Med_Spend
12754	6481	49	2160.333	3010.74	0.29	417.6	1003.58	0	1.125	3	3.361	1.585	36.5	Feb	Mon	High_Spend
12410	205	25	68.333	521.08	10.08	39.6	173.693	2	4.989	2	3.634	1.585	3.5	Feb	Fri	Low_Spend
17929	107	4	21.4	834.5	98.1	272.0	166.9	1	7.57	4	2.252	2.322	74.25	Feb	Fri	Low_Spend
14778	306	34	153.0	730.86	8.2	59.4	365.43	0	3.141	2	3.743	1.0	181.0	Feb	Thu	Low_Spend
17517	102	11	102.0	153.94	5.04	25.5	153.94	0	2.538	1	3.278	0.0	0.0	Feb	Fri	Low_Spend
17226	406	21	406.0	393.49	1.95	102.0	393.49	0	2.575	1	4.297	0.0	0.0	Feb	Fri	Med_Spend
13137	2204	345	244.778	3557.96	0.12	39.6	395.329	0	1.978	8	6.228	3.17	37.25	Sep	Fri	Med_Spend
13725	743	95	67.545	1897.31	4.56	136.0	172.483	63	4.336	8	5.079	3.459	25.9	Feb	Thu	Low_Spend
13309	1544	82	308.8	1456.79	2.52	40.5	291.358	0	1.618	5	4.231	2.322	75.25	Feb	Tue	Med_Spend
12842	547	34	273.5	1118.99	6.64	122.4	559.495	0	4.33	2	4.197	1.0	238.0	Feb	Fri	Med_Spend
16109	612	18	306.0	611.88	4.56	131.4	305.94	0	1.579	2	3.308	1.0	90.0	Feb	Thu	Med_Spend
17291	72	1	72.0	550.8	550.8	550.8	550.8	0	7.65	1	0.0	0.0	0.0	Feb	Fri	Med_Spend
15090	208	23	208.0	381.32	6.72	31.8	381.32	0	3.562	1	3.969	0.0	0.0	Feb	Fri	Med_Spend
15199	396	5	99.0	1268.7	16.35	255.0	317.175	0	4.6	4	3.085	2.0	83.0	Feb	Tue	Low_Spend
13911	2731	120	303.444	2580.91	5.04	119.52	286.768	0	2.389	9	5.17	3.17	31.375	Feb	Mon	Med_Spend
14194	5783	269	180.719	11216.75	2.88	129.0	350.523	57	3.387	21	5.645	4.937	9.806	Mar	Fri	Med_Spend
14842	1146	128	143.25	2456.8	6.96	295.0	307.1	20	5.326	4	4.973	3.0	39.0	Feb	Fri	Low_Spend
13584	37	24	37.0	142.4	0.85	27.25	142.4	0	4.165	1	3.689	0.0	0.0	Feb	Sun	Low_Spend
17105	693	80	346.5	665.78	1.0	16.5	332.89	0	1.945	2	5.384	1.0	147.0	Feb	Sun	Med_Spend
14438	82	9	82.0	131.9	7.5	19.5	131.9	0	1.594	1	1.658	0.0	0.0	Feb	Sun	Low_Spend
12956	34	19	34.0	108.07	2.5	16.95	108.07	0	4.365	1	3.682	0.0	0.0	Feb	Sun	Low_Spend
15781	178	20	44.5	333.56	9.36	35.4	83.39	2	3.968	3	3.654	2.0	93.333	Jul	Mon	Low_Spend
14410	436	152	33.538	909.73	0.78	51.0	69.979	129	2.411	9	5.867	3.7	24.167	Mar	Thu	Low_Spend
14600	125	25	125.0	393.33	9.95	24.75	393.33	0	5.363	1	3.799	0.0	0.0	Feb	Mon	Low_Spend
17302	573	68	95.5	1119.93	0.39	90.0	186.655	2	2.507	5	5.333	2.585	58.2	Aug	Mon	Low_Spend
17613	2464	211	144.941	4494.77	0.85	124.8	264.398	26	2.649	14	6.153	4.087	17.688	Apr	Thu	Low_Spend
13334	1764	207	588.0	3502.32	0.65	81.6	1167.44	0	2.905	3	5.982	1.585	111.5	Feb	Mon	High_Spend
13955	154	33	77.0	322.96	0.55	51.0	161.48	0	3.016	2	4.597	1.0	151.0	Feb	Mon	Low_Spend
17162	1000	81	90.909	1707.21	5.04	30.6	155.201	1	3.83	10	4.861	3.459	27.7	Jun	Mon	Low_Spend
17774	508	123	127.0	1213.73	0.39	25.5	303.433	0	3.352	4	5.524	2.0	69.667	Feb	Mon	Low_Spend
13809	29	11	29.0	155.05	4.25	38.25	155.05	0	7.108	1	3.022	0.0	0.0	Feb	Mon	Low_Spend
15407	552	142	138.0	1046.74	0.39	195.0	261.685	0	3.976	4	5.367	2.0	90.667	Feb	Sun	Low_Spend
15577	89	39	29.667	258.88	0.39	24.9	86.293	0	3.061	3	3.983	1.585	77.0	Jul	Mon	Low_Spend
16332	789	125	98.625	1572.8	0.12	55.6	196.6	8	2.789	7	5.889	3.0	39.571	Sep	Mon	Low_Spend
14048	280	83	140.0	386.33	1.25	23.6	193.165	8	2.189	1	4.583	1.0	28.0	Feb	Mon	Low_Spend
14475	429	35	71.5	809.77	6.96	119.4	134.962	18	3.125	3	4.597	2.585	46.6	Jun	Thu	Low_Spend
15797	872	7	290.667	2192.4	244.8	408.0	730.8	0	2.693	3	2.522	1.585	95.5	Feb	Mon	Med_Spend
17859	102	23	102.0	141.92	0.21	39.6	141.92	0	1.905	1	3.495	0.0	0.0	Feb	Tue	Low_Spend
12576	964	72	160.667	1306.98	6.6	34.8	217.83	3	2.405	5	4.208	2.585	53.8	Jul	Mon	Low_Spend
15753	144	1	144.0	79.2	79.2	79.2	79.2	0	0.55	1	0.0	0.0	0.0	Feb	Tue	Low_Spend
12599	948	31	135.429	888.58	7.8	60.0	126.94	0	1.087	7	3.763	2.807	45.833	Feb	Tue	Low_Spend
14562	1678	187	76.273	4727.92	0.39	99.6	214.905	137	3.486	18	6.64	4.459	14.333	Sep	Thu	Low_Spend
16951	1306	73	326.5	1262.75	5.04	47.85	315.688	12	1.452	3	4.114	2.0	60.333	Jul	Tue	Med_Spend
16998	74	1	14.8	287.5	7.5	189.6	57.5	2	3.85	4	2.322	2.322	38.75	May	Tue	Low_Spend
13133	32	7	16.0	109.8	9.95	19.9	54.9	0	5.343	2	2.522	1.0	31.0	Feb	Tue	Low_Spend
17881	32	8	32.0	133.35	4.95	55.8	133.35	0	4.531	1	2.75	0.0	0.0	Feb	Tue	Low_Spend
15843	27	8	27.0	118.95	12.6	17.85	118.95	0	7.144	1	2.156	0.0	0.0	Feb	Wed	Low_Spend
17083	772	24	257.333	1405.78	6.8	99.6	468.593	0	2.072	3	4.549	1.585	97.0	Feb	Mon	Med_Spend
15970	116	11	116.0	314.1	12.6	49.8	314.1	0	2.6	1	1.677	0.0	0.0	Feb	Wed	Low_Spend
13590	1846	70	263.714	1976.12	5.04	113.76	282.303	2	1.846	6	4.456	2.807	48.667	Jul	Tue	Low_Spend
17537	699	74	349.5	887.67	0.18	40.8	443.835	0	2.562	2	4.981	1.0	274.0	Feb	Wed	Med_Spend
12401	10	4	10.0	69.3	10.95	25.5	69.3	0	8.35	1	2.0	0.0	0.0	Feb	Wed	Low_Spend
12462	505	50	126.25	872.01	9.9	22.5	218.002	22	3.912	2	4.385	2.0	100.333	Feb	Wed	Low_Spend
17843	88	35	88.0	197.73	0.85	15.0	197.73	0	3.298	1	4.422	0.0	0.0	Feb	Wed	Low_Spend
13706	189	20	189.0	330.79	7.8	39.9	330.79	0	2.774	1	2.909	0.0	0.0	Feb	Thu	Low_Spend
17940	9322	5	847.273	164.32	54.0	285.12	14.938	0	104.834	9	3.326	3.278	25.3	Apr	Tue	Med_Spend
17686	2478	205	354.0	5739.46	4.68	81.6	819.923	0	3.859	7	4.899	2.807	49.167	May	Mon	Med_Spend
14431	124	17	62.0	423.26	17.0	76.5	211.63	6	4.69	1	3.554	1.0	4.0	Feb	Mon	Low_Spend
15809	251	31	41.833	399.21	4.56	20.4	66.535	50	4.123	5	4.656	2.585	53.4	Nov	Thu	Low_Spend
